pos,constructor,wins,podiums,race
6,Sauber,0,4,2012 United States Grand Prix
7,Force India,0,0,2012 United States Grand Prix
8,Williams,1,1,2012 United States Grand Prix
9,Toro Rosso,0,0,2012 United States Grand Prix
10,Marussia,0,0,2012 United States Grand Prix
11,Caterham,0,0,2012 United States Grand Prix
12,HRT,0,0,2012 United States Grand Prix
1,Red Bull,7,14,2012 Brazilian Grand Prix
2,Ferrari,3,15,2012 Brazilian Grand Prix
3,McLaren,7,13,2012 Brazilian Grand Prix
4,Lotus,1,10,2012 Brazilian Grand Prix
5,Mercedes,1,3,2012 Brazilian Grand Prix
6,Sauber,0,4,2012 Brazilian Grand Prix
7,Force India,0,0,2012 Brazilian Grand Prix
8,Williams,1,1,2012 Brazilian Grand Prix
9,Toro Rosso,0,0,2012 Brazilian Grand Prix
10,Caterham,0,0,2012 Brazilian Grand Prix
11,Marussia,0,0,2012 Brazilian Grand Prix
12,HRT,0,0,2012 Brazilian Grand Prix
1,Ferrari,0,1,2013 Australian Grand Prix
2,Lotus,1,1,2013 Australian Grand Prix
3,Red Bull,0,1,2013 Australian Grand Prix
4,Mercedes,0,0,2013 Australian Grand Prix
5,Force India,0,0,2013 Australian Grand Prix
6,McLaren,0,0,2013 Australian Grand Prix
7,Toro Rosso,0,0,2013 Australian Grand Prix
8,Sauber,0,0,2013 Australian Grand Prix
9,Williams,0,0,2013 Australian Grand Prix
10,Marussia,0,0,2013 Australian Grand Prix
11,Caterham,0,0,2013 Australian Grand Prix
1,Red Bull,1,3,2013 Malaysian Grand Prix
2,Lotus,1,1,2013 Malaysian Grand Prix
3,Ferrari,0,1,2013 Malaysian Grand Prix
4,Mercedes,0,1,2013 Malaysian Grand Prix
5,Force India,0,0,2013 Malaysian Grand Prix
6,Sauber,0,0,2013 Malaysian Grand Prix
7,McLaren,0,0,2013 Malaysian Grand Prix
8,Toro Rosso,0,0,2013 Malaysian Grand Prix
9,Williams,0,0,2013 Malaysian Grand Prix
10,Marussia,0,0,2013 Malaysian Grand Prix
11,Caterham,0,0,2013 Malaysian Grand Prix
1,Red Bull,1,3,2013 Chinese Grand Prix
2,Ferrari,1,2,2013 Chinese Grand Prix
3,Lotus,1,2,2013 Chinese Grand Prix
4,Mercedes,0,2,2013 Chinese Grand Prix
5,McLaren,0,0,2013 Chinese Grand Prix
6,Force India,0,0,2013 Chinese Grand Prix
7,Toro Rosso,0,0,2013 Chinese Grand Prix
8,Sauber,0,0,2013 Chinese Grand Prix
9,Williams,0,0,2013 Chinese Grand Prix
10,Marussia,0,0,2013 Chinese Grand Prix
11,Caterham,0,0,2013 Chinese Grand Prix
1,Red Bull,2,4,2013 Bahrain Grand Prix
2,Lotus,1,4,2013 Bahrain Grand Prix
3,Ferrari,1,2,2013 Bahrain Grand Prix
4,Mercedes,0,2,2013 Bahrain Grand Prix
5,Force India,0,0,2013 Bahrain Grand Prix
6,McLaren,0,0,2013 Bahrain Grand Prix
7,Toro Rosso,0,0,2013 Bahrain Grand Prix
8,Sauber,0,0,2013 Bahrain Grand Prix
9,Williams,0,0,2013 Bahrain Grand Prix
10,Marussia,0,0,2013 Bahrain Grand Prix
11,Caterham,0,0,2013 Bahrain Grand Prix
1,Red Bull,2,4,2013 Spanish Grand Prix
2,Ferrari,2,4,2013 Spanish Grand Prix
3,Lotus,1,5,2013 Spanish Grand Prix
4,Mercedes,0,2,2013 Spanish Grand Prix
5,Force India,0,0,2013 Spanish Grand Prix
6,McLaren,0,0,2013 Spanish Grand Prix
7,Toro Rosso,0,0,2013 Spanish Grand Prix
8,Sauber,0,0,2013 Spanish Grand Prix
9,Williams,0,0,2013 Spanish Grand Prix
10,Marussia,0,0,2013 Spanish Grand Prix
11,Caterham,0,0,2013 Spanish Grand Prix
1,Red Bull,2,6,2013 Monaco Grand Prix
2,Ferrari,2,4,2013 Monaco Grand Prix
3,Lotus,1,5,2013 Monaco Grand Prix
4,Mercedes,1,3,2013 Monaco Grand Prix
5,Force India,0,0,2013 Monaco Grand Prix
6,McLaren,0,0,2013 Monaco Grand Prix
7,Toro Rosso,0,0,2013 Monaco Grand Prix
8,Sauber,0,0,2013 Monaco Grand Prix
9,Williams,0,0,2013 Monaco Grand Prix
10,Marussia,0,0,2013 Monaco Grand Prix
11,Caterham,0,0,2013 Monaco Grand Prix
1,Red Bull,3,7,2013 Canadian Grand Prix
2,Ferrari,2,5,2013 Canadian Grand Prix
3,Mercedes,1,4,2013 Canadian Grand Prix
4,Lotus,1,5,2013 Canadian Grand Prix
5,Force India,0,0,2013 Canadian Grand Prix
6,McLaren,0,0,2013 Canadian Grand Prix
7,Toro Rosso,0,0,2013 Canadian Grand Prix
8,Sauber,0,0,2013 Canadian Grand Prix
9,Williams,0,0,2013 Canadian Grand Prix
10,Marussia,0,0,2013 Canadian Grand Prix
11,Caterham,0,0,2013 Canadian Grand Prix
1,Red Bull,3,8,2013 British Grand Prix
2,Mercedes,2,5,2013 British Grand Prix
3,Ferrari,2,6,2013 British Grand Prix
4,Lotus,1,5,2013 British Grand Prix
5,Force India,0,0,2013 British Grand Prix
6,McLaren,0,0,2013 British Grand Prix
7,Toro Rosso,0,0,2013 British Grand Prix
8,Sauber,0,0,2013 British Grand Prix
9,Williams,0,0,2013 British Grand Prix
10,Marussia,0,0,2013 British Grand Prix
11,Caterham,0,0,2013 British Grand Prix
1,Red Bull,4,9,2013 German Grand Prix
2,Mercedes,2,5,2013 German Grand Prix
3,Ferrari,2,6,2013 German Grand Prix
4,Lotus,1,7,2013 German Grand Prix
5,Force India,0,0,2013 German Grand Prix
6,McLaren,0,0,2013 German Grand Prix
7,Toro Rosso,0,0,2013 German Grand Prix
8,Sauber,0,0,2013 German Grand Prix
9,Williams,0,0,2013 German Grand Prix
10,Marussia,0,0,2013 German Grand Prix
11,Caterham,0,0,2013 German Grand Prix
1,Red Bull,4,10,2013 Hungarian Grand Prix
2,Mercedes,3,6,2013 Hungarian Grand Prix
3,Ferrari,2,6,2013 Hungarian Grand Prix
4,Lotus,1,8,2013 Hungarian Grand Prix
5,Force India,0,0,2013 Hungarian Grand Prix
6,McLaren,0,0,2013 Hungarian Grand Prix
7,Toro Rosso,0,0,2013 Hungarian Grand Prix
8,Sauber,0,0,2013 Hungarian Grand Prix
9,Williams,0,0,2013 Hungarian Grand Prix
10,Marussia,0,0,2013 Hungarian Grand Prix
11,Caterham,0,0,2013 Hungarian Grand Prix
1,Red Bull,5,11,2013 Belgian Grand Prix
2,Mercedes,3,7,2013 Belgian Grand Prix
3,Ferrari,2,7,2013 Belgian Grand Prix
4,Lotus,1,8,2013 Belgian Grand Prix
5,McLaren,0,0,2013 Belgian Grand Prix
6,Force India,0,0,2013 Belgian Grand Prix
7,Toro Rosso,0,0,2013 Belgian Grand Prix
8,Sauber,0,0,2013 Belgian Grand Prix
9,Williams,0,0,2013 Belgian Grand Prix
10,Marussia,0,0,2013 Belgian Grand Prix
11,Caterham,0,0,2013 Belgian Grand Prix
1,Red Bull,6,13,2013 Italian Grand Prix
2,Ferrari,2,8,2013 Italian Grand Prix
3,Mercedes,3,7,2013 Italian Grand Prix
4,Lotus,1,8,2013 Italian Grand Prix
5,McLaren,0,0,2013 Italian Grand Prix
6,Force India,0,0,2013 Italian Grand Prix
7,Toro Rosso,0,0,2013 Italian Grand Prix
8,Sauber,0,0,2013 Italian Grand Prix
9,Williams,0,0,2013 Italian Grand Prix
10,Marussia,0,0,2013 Italian Grand Prix
11,Caterham,0,0,2013 Italian Grand Prix
1,Red Bull,7,14,2013 Singapore Grand Prix
2,Ferrari,2,9,2013 Singapore Grand Prix
3,Mercedes,3,7,2013 Singapore Grand Prix
4,Lotus,1,9,2013 Singapore Grand Prix
5,McLaren,0,0,2013 Singapore Grand Prix
6,Force India,0,0,2013 Singapore Grand Prix
7,Toro Rosso,0,0,2013 Singapore Grand Prix
8,Sauber,0,0,2013 Singapore Grand Prix
9,Williams,0,0,2013 Singapore Grand Prix
10,Marussia,0,0,2013 Singapore Grand Prix
11,Caterham,0,0,2013 Singapore Grand Prix
1,Red Bull,8,15,2013 Korean Grand Prix
2,Ferrari,2,9,2013 Korean Grand Prix
3,Mercedes,3,7,2013 Korean Grand Prix
4,Lotus,1,11,2013 Korean Grand Prix
5,McLaren,0,0,2013 Korean Grand Prix
6,Force India,0,0,2013 Korean Grand Prix
7,Sauber,0,0,2013 Korean Grand Prix
8,Toro Rosso,0,0,2013 Korean Grand Prix
9,Williams,0,0,2013 Korean Grand Prix
10,Marussia,0,0,2013 Korean Grand Prix
11,Caterham,0,0,2013 Korean Grand Prix
1,Red Bull,9,17,2013 Japanese Grand Prix
2,Ferrari,2,9,2013 Japanese Grand Prix
3,Mercedes,3,7,2013 Japanese Grand Prix
4,Lotus,1,12,2013 Japanese Grand Prix
5,McLaren,0,0,2013 Japanese Grand Prix
6,Force India,0,0,2013 Japanese Grand Prix
7,Sauber,0,0,2013 Japanese Grand Prix
8,Toro Rosso,0,0,2013 Japanese Grand Prix
9,Williams,0,0,2013 Japanese Grand Prix
10,Marussia,0,0,2013 Japanese Grand Prix
11,Caterham,0,0,2013 Japanese Grand Prix
1,Red Bull,10,18,2013 Indian Grand Prix
2,Mercedes,3,8,2013 Indian Grand Prix
3,Ferrari,2,9,2013 Indian Grand Prix
4,Lotus,1,13,2013 Indian Grand Prix
5,McLaren,0,0,2013 Indian Grand Prix
6,Force India,0,0,2013 Indian Grand Prix
7,Sauber,0,0,2013 Indian Grand Prix
8,Toro Rosso,0,0,2013 Indian Grand Prix
9,Williams,0,0,2013 Indian Grand Prix
10,Marussia,0,0,2013 Indian Grand Prix
11,Caterham,0,0,2013 Indian Grand Prix
1,Red Bull,11,20,2013 Abu Dhabi Grand Prix
2,Mercedes,3,9,2013 Abu Dhabi Grand Prix
3,Ferrari,2,9,2013 Abu Dhabi Grand Prix
4,Lotus,1,13,2013 Abu Dhabi Grand Prix
5,McLaren,0,0,2013 Abu Dhabi Grand Prix
6,Force India,0,0,2013 Abu Dhabi Grand Prix
7,Sauber,0,0,2013 Abu Dhabi Grand Prix
8,Toro Rosso,0,0,2013 Abu Dhabi Grand Prix
9,Williams,0,0,2013 Abu Dhabi Grand Prix
10,Marussia,0,0,2013 Abu Dhabi Grand Prix
11,Caterham,0,0,2013 Abu Dhabi Grand Prix
1,Red Bull,12,22,2013 United States Grand Prix
2,Mercedes,3,9,2013 United States Grand Prix
3,Ferrari,2,9,2013 United States Grand Prix
4,Lotus,1,14,2013 United States Grand Prix
5,McLaren,0,0,2013 United States Grand Prix
6,Force India,0,0,2013 United States Grand Prix
7,Sauber,0,0,2013 United States Grand Prix
8,Toro Rosso,0,0,2013 United States Grand Prix
9,Williams,0,0,2013 United States Grand Prix
10,Marussia,0,0,2013 United States Grand Prix
11,Caterham,0,0,2013 United States Grand Prix
1,Red Bull,13,24,2013 Brazilian Grand Prix
2,Mercedes,3,9,2013 Brazilian Grand Prix
3,Ferrari,2,10,2013 Brazilian Grand Prix
4,Lotus,1,14,2013 Brazilian Grand Prix
5,McLaren,0,0,2013 Brazilian Grand Prix
6,Force India,0,0,2013 Brazilian Grand Prix
7,Sauber,0,0,2013 Brazilian Grand Prix
8,Toro Rosso,0,0,2013 Brazilian Grand Prix
9,Williams,0,0,2013 Brazilian Grand Prix
10,Marussia,0,0,2013 Brazilian Grand Prix
11,Caterham,0,0,2013 Brazilian Grand Prix
1,McLaren,0,2,2014 Australian Grand Prix
2,Mercedes,1,1,2014 Australian Grand Prix
3,Ferrari,0,0,2014 Australian Grand Prix
4,Williams,0,0,2014 Australian Grand Prix
5,Force India,0,0,2014 Australian Grand Prix
6,Toro Rosso,0,0,2014 Australian Grand Prix
7,Sauber,0,0,2014 Australian Grand Prix
8,Marussia,0,0,2014 Australian Grand Prix
1,Mercedes,2,3,2014 Malaysian Grand Prix
2,McLaren,0,2,2014 Malaysian Grand Prix
3,Ferrari,0,0,2014 Malaysian Grand Prix
4,Williams,0,0,2014 Malaysian Grand Prix
5,Force India,0,0,2014 Malaysian Grand Prix
6,Red Bull,0,1,2014 Malaysian Grand Prix
7,Toro Rosso,0,0,2014 Malaysian Grand Prix
8,Sauber,0,0,2014 Malaysian Grand Prix
9,Lotus,0,0,2014 Malaysian Grand Prix
10,Caterham,0,0,2014 Malaysian Grand Prix
11,Marussia,0,0,2014 Malaysian Grand Prix
1,Mercedes,3,5,2014 Bahrain Grand Prix
2,Force India,0,1,2014 Bahrain Grand Prix
3,McLaren,0,2,2014 Bahrain Grand Prix
4,Red Bull,0,1,2014 Bahrain Grand Prix
5,Ferrari,0,0,2014 Bahrain Grand Prix
6,Williams,0,0,2014 Bahrain Grand Prix
7,Toro Rosso,0,0,2014 Bahrain Grand Prix
8,Lotus,0,0,2014 Bahrain Grand Prix
9,Sauber,0,0,2014 Bahrain Grand Prix
10,Marussia,0,0,2014 Bahrain Grand Prix
11,Caterham,0,0,2014 Bahrain Grand Prix
1,Mercedes,4,7,2014 Chinese Grand Prix
2,Red Bull,0,1,2014 Chinese Grand Prix
3,Force India,0,1,2014 Chinese Grand Prix
4,Ferrari,0,1,2014 Chinese Grand Prix
5,McLaren,0,2,2014 Chinese Grand Prix
6,Williams,0,0,2014 Chinese Grand Prix
7,Toro Rosso,0,0,2014 Chinese Grand Prix
8,Lotus,0,0,2014 Chinese Grand Prix
9,Sauber,0,0,2014 Chinese Grand Prix
10,Marussia,0,0,2014 Chinese Grand Prix
11,Caterham,0,0,2014 Chinese Grand Prix
1,Mercedes,5,9,2014 Spanish Grand Prix
2,Red Bull,0,2,2014 Spanish Grand Prix
3,Ferrari,0,1,2014 Spanish Grand Prix
4,Force India,0,1,2014 Spanish Grand Prix
5,Williams,0,0,2014 Spanish Grand Prix
6,McLaren,0,2,2014 Spanish Grand Prix
7,Toro Rosso,0,0,2014 Spanish Grand Prix
8,Lotus,0,0,2014 Spanish Grand Prix
9,Sauber,0,0,2014 Spanish Grand Prix
10,Marussia,0,0,2014 Spanish Grand Prix
11,Caterham,0,0,2014 Spanish Grand Prix
1,Mercedes,6,11,2014 Monaco Grand Prix
2,Red Bull,0,3,2014 Monaco Grand Prix
3,Ferrari,0,1,2014 Monaco Grand Prix
4,Force India,0,1,2014 Monaco Grand Prix
5,McLaren,0,2,2014 Monaco Grand Prix
6,Williams,0,0,2014 Monaco Grand Prix
7,Lotus,0,0,2014 Monaco Grand Prix
8,Toro Rosso,0,0,2014 Monaco Grand Prix
9,Marussia,0,0,2014 Monaco Grand Prix
10,Sauber,0,0,2014 Monaco Grand Prix
11,Caterham,0,0,2014 Monaco Grand Prix
1,Mercedes,6,12,2014 Canadian Grand Prix
2,Red Bull,1,5,2014 Canadian Grand Prix
3,Ferrari,0,1,2014 Canadian Grand Prix
4,Force India,0,1,2014 Canadian Grand Prix
5,McLaren,0,2,2014 Canadian Grand Prix
6,Williams,0,0,2014 Canadian Grand Prix
7,Toro Rosso,0,0,2014 Canadian Grand Prix
8,Lotus,0,0,2014 Canadian Grand Prix
9,Marussia,0,0,2014 Canadian Grand Prix
10,Sauber,0,0,2014 Canadian Grand Prix
11,Caterham,0,0,2014 Canadian Grand Prix
1,Mercedes,7,14,2014 Austrian Grand Prix
2,Red Bull,1,5,2014 Austrian Grand Prix
3,Ferrari,0,1,2014 Austrian Grand Prix
4,Force India,0,1,2014 Austrian Grand Prix
5,Williams,0,1,2014 Austrian Grand Prix
6,McLaren,0,2,2014 Austrian Grand Prix
7,Toro Rosso,0,0,2014 Austrian Grand Prix
8,Lotus,0,0,2014 Austrian Grand Prix
9,Marussia,0,0,2014 Austrian Grand Prix
10,Sauber,0,0,2014 Austrian Grand Prix
11,Caterham,0,0,2014 Austrian Grand Prix
1,Mercedes,8,15,2014 British Grand Prix
2,Red Bull,1,6,2014 British Grand Prix
3,Ferrari,0,1,2014 British Grand Prix
4,Williams,0,2,2014 British Grand Prix
5,Force India,0,1,2014 British Grand Prix
6,McLaren,0,2,2014 British Grand Prix
7,Toro Rosso,0,0,2014 British Grand Prix
8,Lotus,0,0,2014 British Grand Prix
9,Marussia,0,0,2014 British Grand Prix
10,Sauber,0,0,2014 British Grand Prix
11,Caterham,0,0,2014 British Grand Prix
1,Mercedes,9,17,2014 German Grand Prix
2,Red Bull,1,6,2014 German Grand Prix
3,Williams,0,3,2014 German Grand Prix
4,Ferrari,0,1,2014 German Grand Prix
5,Force India,0,1,2014 German Grand Prix
6,McLaren,0,2,2014 German Grand Prix
7,Toro Rosso,0,0,2014 German Grand Prix
8,Lotus,0,0,2014 German Grand Prix
9,Marussia,0,0,2014 German Grand Prix
10,Sauber,0,0,2014 German Grand Prix
11,Caterham,0,0,2014 German Grand Prix
1,Mercedes,9,18,2014 Hungarian Grand Prix
2,Red Bull,2,7,2014 Hungarian Grand Prix
3,Ferrari,0,2,2014 Hungarian Grand Prix
4,Williams,0,3,2014 Hungarian Grand Prix
5,Force India,0,1,2014 Hungarian Grand Prix
6,McLaren,0,2,2014 Hungarian Grand Prix
7,Toro Rosso,0,0,2014 Hungarian Grand Prix
8,Lotus,0,0,2014 Hungarian Grand Prix
9,Marussia,0,0,2014 Hungarian Grand Prix
10,Sauber,0,0,2014 Hungarian Grand Prix
11,Caterham,0,0,2014 Hungarian Grand Prix
1,Mercedes,9,19,2014 Belgian Grand Prix
2,Red Bull,3,8,2014 Belgian Grand Prix
3,Ferrari,0,2,2014 Belgian Grand Prix
4,Williams,0,4,2014 Belgian Grand Prix
5,McLaren,0,2,2014 Belgian Grand Prix
6,Force India,0,1,2014 Belgian Grand Prix
7,Toro Rosso,0,0,2014 Belgian Grand Prix
8,Lotus,0,0,2014 Belgian Grand Prix
9,Marussia,0,0,2014 Belgian Grand Prix
10,Sauber,0,0,2014 Belgian Grand Prix
11,Caterham,0,0,2014 Belgian Grand Prix
1,Mercedes,10,21,2014 Italian Grand Prix
2,Red Bull,3,8,2014 Italian Grand Prix
3,Williams,0,5,2014 Italian Grand Prix
4,Ferrari,0,2,2014 Italian Grand Prix
5,McLaren,0,2,2014 Italian Grand Prix
6,Force India,0,1,2014 Italian Grand Prix
7,Toro Rosso,0,0,2014 Italian Grand Prix
8,Lotus,0,0,2014 Italian Grand Prix
9,Marussia,0,0,2014 Italian Grand Prix
10,Sauber,0,0,2014 Italian Grand Prix
11,Caterham,0,0,2014 Italian Grand Prix
1,Mercedes,11,22,2014 Singapore Grand Prix
2,Red Bull,3,10,2014 Singapore Grand Prix
3,Williams,0,5,2014 Singapore Grand Prix
4,Ferrari,0,2,2014 Singapore Grand Prix
5,Force India,0,1,2014 Singapore Grand Prix
6,McLaren,0,2,2014 Singapore Grand Prix
7,Toro Rosso,0,0,2014 Singapore Grand Prix
8,Lotus,0,0,2014 Singapore Grand Prix
9,Marussia,0,0,2014 Singapore Grand Prix
10,Sauber,0,0,2014 Singapore Grand Prix
11,Caterham,0,0,2014 Singapore Grand Prix
1,Mercedes,12,24,2014 Japanese Grand Prix
2,Red Bull,3,11,2014 Japanese Grand Prix
3,Williams,0,5,2014 Japanese Grand Prix
4,Ferrari,0,2,2014 Japanese Grand Prix
5,Force India,0,1,2014 Japanese Grand Prix
6,McLaren,0,2,2014 Japanese Grand Prix
7,Toro Rosso,0,0,2014 Japanese Grand Prix
8,Lotus,0,0,2014 Japanese Grand Prix
9,Marussia,0,0,2014 Japanese Grand Prix
10,Sauber,0,0,2014 Japanese Grand Prix
11,Caterham,0,0,2014 Japanese Grand Prix
1,Mercedes,13,26,2014 Russian Grand Prix
2,Red Bull,3,11,2014 Russian Grand Prix
3,Williams,0,6,2014 Russian Grand Prix
4,Ferrari,0,2,2014 Russian Grand Prix
5,McLaren,0,2,2014 Russian Grand Prix
6,Force India,0,1,2014 Russian Grand Prix
7,Toro Rosso,0,0,2014 Russian Grand Prix
8,Lotus,0,0,2014 Russian Grand Prix
9,Marussia,0,0,2014 Russian Grand Prix
10,Sauber,0,0,2014 Russian Grand Prix
11,Caterham,0,0,2014 Russian Grand Prix
1,Mercedes,14,28,2014 United States Grand Prix
2,Red Bull,3,12,2014 United States Grand Prix
3,Williams,0,6,2014 United States Grand Prix
4,Ferrari,0,2,2014 United States Grand Prix
5,McLaren,0,2,2014 United States Grand Prix
6,Force India,0,1,2014 United States Grand Prix
7,Toro Rosso,0,0,2014 United States Grand Prix
8,Lotus,0,0,2014 United States Grand Prix
9,Marussia,0,0,2014 United States Grand Prix
10,Sauber,0,0,2014 United States Grand Prix
11,Caterham,0,0,2014 United States Grand Prix
1,Mercedes,15,30,2014 Brazilian Grand Prix
2,Red Bull,3,12,2014 Brazilian Grand Prix
3,Williams,0,7,2014 Brazilian Grand Prix
4,Ferrari,0,2,2014 Brazilian Grand Prix
5,McLaren,0,2,2014 Brazilian Grand Prix
6,Force India,0,1,2014 Brazilian Grand Prix
7,Toro Rosso,0,0,2014 Brazilian Grand Prix
8,Lotus,0,0,2014 Brazilian Grand Prix
9,Marussia,0,0,2014 Brazilian Grand Prix
10,Sauber,0,0,2014 Brazilian Grand Prix
11,Caterham,0,0,2014 Brazilian Grand Prix
1,Mercedes,16,31,2014 Abu Dhabi Grand Prix
2,Red Bull,3,12,2014 Abu Dhabi Grand Prix
3,Williams,0,9,2014 Abu Dhabi Grand Prix
4,Ferrari,0,2,2014 Abu Dhabi Grand Prix
5,McLaren,0,2,2014 Abu Dhabi Grand Prix
6,Force India,0,1,2014 Abu Dhabi Grand Prix
7,Toro Rosso,0,0,2014 Abu Dhabi Grand Prix
8,Lotus,0,0,2014 Abu Dhabi Grand Prix
9,Marussia,0,0,2014 Abu Dhabi Grand Prix
10,Sauber,0,0,2014 Abu Dhabi Grand Prix
11,Caterham,0,0,2014 Abu Dhabi Grand Prix
1,Mercedes,1,2,2015 Australian Grand Prix
2,Ferrari,0,1,2015 Australian Grand Prix
3,Sauber,0,0,2015 Australian Grand Prix
4,Williams,0,0,2015 Australian Grand Prix
5,Red Bull,0,0,2015 Australian Grand Prix
6,Force India,0,0,2015 Australian Grand Prix
7,Toro Rosso,0,0,2015 Australian Grand Prix
8,McLaren,0,0,2015 Australian Grand Prix
1,Mercedes,1,4,2015 Malaysian Grand Prix
2,Ferrari,1,2,2015 Malaysian Grand Prix
3,Williams,0,0,2015 Malaysian Grand Prix
4,Sauber,0,0,2015 Malaysian Grand Prix
5,Toro Rosso,0,0,2015 Malaysian Grand Prix
6,Red Bull,0,0,2015 Malaysian Grand Prix
7,Force India,0,0,2015 Malaysian Grand Prix
8,McLaren,0,0,2015 Malaysian Grand Prix
9,Lotus,0,0,2015 Malaysian Grand Prix
10,Marussia,0,0,2015 Malaysian Grand Prix
1,Mercedes,2,6,2015 Chinese Grand Prix
2,Ferrari,1,3,2015 Chinese Grand Prix
3,Williams,0,0,2015 Chinese Grand Prix
4,Sauber,0,0,2015 Chinese Grand Prix
5,Red Bull,0,0,2015 Chinese Grand Prix
6,Toro Rosso,0,0,2015 Chinese Grand Prix
7,Force India,0,0,2015 Chinese Grand Prix
8,Lotus,0,0,2015 Chinese Grand Prix
9,McLaren,0,0,2015 Chinese Grand Prix
10,Marussia,0,0,2015 Chinese Grand Prix
1,Mercedes,3,8,2015 Bahrain Grand Prix
2,Ferrari,1,4,2015 Bahrain Grand Prix
3,Williams,0,0,2015 Bahrain Grand Prix
4,Red Bull,0,0,2015 Bahrain Grand Prix
5,Sauber,0,0,2015 Bahrain Grand Prix
6,Lotus,0,0,2015 Bahrain Grand Prix
7,Toro Rosso,0,0,2015 Bahrain Grand Prix
8,Force India,0,0,2015 Bahrain Grand Prix
9,McLaren,0,0,2015 Bahrain Grand Prix
10,Marussia,0,0,2015 Bahrain Grand Prix
1,Mercedes,4,10,2015 Spanish Grand Prix
2,Ferrari,1,5,2015 Spanish Grand Prix
3,Williams,0,0,2015 Spanish Grand Prix
4,Red Bull,0,0,2015 Spanish Grand Prix
5,Sauber,0,0,2015 Spanish Grand Prix
6,Lotus,0,0,2015 Spanish Grand Prix
7,Toro Rosso,0,0,2015 Spanish Grand Prix
8,Force India,0,0,2015 Spanish Grand Prix
9,McLaren,0,0,2015 Spanish Grand Prix
10,Marussia,0,0,2015 Spanish Grand Prix
1,Mercedes,5,12,2015 Monaco Grand Prix
2,Ferrari,1,6,2015 Monaco Grand Prix
3,Williams,0,0,2015 Monaco Grand Prix
4,Red Bull,0,0,2015 Monaco Grand Prix
5,Sauber,0,0,2015 Monaco Grand Prix
6,Force India,0,0,2015 Monaco Grand Prix
7,Lotus,0,0,2015 Monaco Grand Prix
8,Toro Rosso,0,0,2015 Monaco Grand Prix
9,McLaren,0,0,2015 Monaco Grand Prix
10,Marussia,0,0,2015 Monaco Grand Prix
1,Mercedes,6,14,2015 Canadian Grand Prix
2,Ferrari,1,6,2015 Canadian Grand Prix
3,Williams,0,1,2015 Canadian Grand Prix
4,Red Bull,0,0,2015 Canadian Grand Prix
5,Lotus,0,0,2015 Canadian Grand Prix
6,Sauber,0,0,2015 Canadian Grand Prix
7,Force India,0,0,2015 Canadian Grand Prix
8,Toro Rosso,0,0,2015 Canadian Grand Prix
9,McLaren,0,0,2015 Canadian Grand Prix
10,Marussia,0,0,2015 Canadian Grand Prix
1,Mercedes,7,16,2015 Austrian Grand Prix
2,Ferrari,1,6,2015 Austrian Grand Prix
3,Williams,0,2,2015 Austrian Grand Prix
4,Red Bull,0,0,2015 Austrian Grand Prix
5,Force India,0,0,2015 Austrian Grand Prix
6,Lotus,0,0,2015 Austrian Grand Prix
7,Sauber,0,0,2015 Austrian Grand Prix
8,Toro Rosso,0,0,2015 Austrian Grand Prix
9,McLaren,0,0,2015 Austrian Grand Prix
10,Marussia,0,0,2015 Austrian Grand Prix
1,Mercedes,8,18,2015 British Grand Prix
2,Ferrari,1,7,2015 British Grand Prix
3,Williams,0,2,2015 British Grand Prix
4,Red Bull,0,0,2015 British Grand Prix
5,Force India,0,0,2015 British Grand Prix
6,Lotus,0,0,2015 British Grand Prix
7,Sauber,0,0,2015 British Grand Prix
8,Toro Rosso,0,0,2015 British Grand Prix
9,McLaren,0,0,2015 British Grand Prix
10,Marussia,0,0,2015 British Grand Prix
1,Mercedes,8,18,2015 Hungarian Grand Prix
2,Ferrari,2,8,2015 Hungarian Grand Prix
3,Williams,0,2,2015 Hungarian Grand Prix
4,Red Bull,0,2,2015 Hungarian Grand Prix
5,Force India,0,0,2015 Hungarian Grand Prix
6,Lotus,0,0,2015 Hungarian Grand Prix
7,Toro Rosso,0,0,2015 Hungarian Grand Prix
8,Sauber,0,0,2015 Hungarian Grand Prix
9,McLaren,0,0,2015 Hungarian Grand Prix
10,Marussia,0,0,2015 Hungarian Grand Prix
1,Mercedes,9,20,2015 Belgian Grand Prix
2,Ferrari,2,8,2015 Belgian Grand Prix
3,Williams,0,2,2015 Belgian Grand Prix
4,Red Bull,0,2,2015 Belgian Grand Prix
5,Lotus,0,1,2015 Belgian Grand Prix
6,Force India,0,0,2015 Belgian Grand Prix
7,Toro Rosso,0,0,2015 Belgian Grand Prix
8,Sauber,0,0,2015 Belgian Grand Prix
9,McLaren,0,0,2015 Belgian Grand Prix
10,Marussia,0,0,2015 Belgian Grand Prix
1,Mercedes,10,21,2015 Italian Grand Prix
2,Ferrari,2,9,2015 Italian Grand Prix
3,Williams,0,3,2015 Italian Grand Prix
4,Red Bull,0,2,2015 Italian Grand Prix
5,Force India,0,0,2015 Italian Grand Prix
6,Lotus,0,1,2015 Italian Grand Prix
7,Toro Rosso,0,0,2015 Italian Grand Prix
8,Sauber,0,0,2015 Italian Grand Prix
9,McLaren,0,0,2015 Italian Grand Prix
10,Marussia,0,0,2015 Italian Grand Prix
1,Mercedes,10,21,2015 Singapore Grand Prix
2,Ferrari,3,11,2015 Singapore Grand Prix
3,Williams,0,3,2015 Singapore Grand Prix
